culture,norm_text,subaxis,value
Chilean,One must show genuine interest in the host's family during visits and attend family gatherings regularly.,visiting,Respect for family and social gatherings.
Chilean,Arriving slightly late to social gatherings but on time for formal or business meetings is acceptable.,visiting,Respect for family ties and social etiquette in interactions.
Chilean,One must finish all the food they put on their plate during a meal.,eating,Respect for dining customs and appreciation of hospitality.
Chilean,Always wait for the host to signal the start of the meal before beginning to eat.,eating,Respect and mindfulness in dining experiences to ensure communal enjoyment and adherence to etiquette.
Chilean,It is respectful to not begin eating until the host invites everyone to start.,eating,Mindfulness in dining customs and the importance of community during meals.
Chilean,"Avoid gifting items that could symbolize severing ties, such as sharp objects.",gift_giving,Thoughtfulness and respect in gift selection to strengthen relationships.
Chilean,"Avoid gifting items that could symbolize negative intentions, such as items that cut.",gift_giving,Consideration and respect in gift choice to maintain and enhance relationships.
Chilean,Avoid giving gifts that could symbolize negative intentions or relationships.,gift_giving,Sensitivity to the symbolic meaning of gifts.
Papua New Guinean,Stopping to chat when greeting someone acknowledges respect and communal relationships.,basic_etiquette,Respect for elders and importance of community interaction.
Papua New Guinean,Taking time to engage in small talk when greeted is seen as respectful.,basic_etiquette,Respect for social interactions and understanding of local time perception.
Papua New Guinean,Pausing to chat when greeting someone instead of walking past.,basic_etiquette,Respecting communal connections and personal relationships in social interactions.
Papua New Guinean,"It is respectful to honor an invitation to a mourning event, showing support through presence and contributions.",visiting,Respecting the significance of communal gatherings and showing support during significant events.
Papua New Guinean,It's seen as a gesture of respect to attend mourning gatherings and bring food.,visiting,Community support and showing respect through physical presence at significant events.
Papua New Guinean,Engaging in community events and showing up for communal gatherings is seen as a sign of respect and support.,visiting,"Community support and participation in communal events, showing respect and unity."
Papua New Guinean,Avoid requesting additional servings after a meal to show appreciation for the host's efforts.,eating,Respect for the host's provisions and adherence to communal eating customs.
Papua New Guinean,Avoid requesting second helpings at meals to show respect for the host's provisions.,eating,Respect for the host's efforts and mindfulness towards cultural dietary restrictions.
Papua New Guinean,One must not request second servings at meals to show appreciation for the host's provision.,eating,Respect for hosts and cultural dietary customs.
Papua New Guinean,"Bringing a gift, especially food, when visiting someone's home is a thoughtful gesture.",gift_giving,Thoughtfulness and consideration in social exchanges to enhance community bonds.
Papua New Guinean,"When visiting someone's home, it is considerate to bring food as a gift, but it's not mandatory.",gift_giving,Appreciation and thoughtfulness in social gestures.
